model,hardware_type,run,latency_ms
inception_v3,gpu,23,38.559389
inception_v3,gpu,24,45.345517
inception_v3,gpu,25,42.346803
inception_v3,gpu,26,40.774891
inception_v3,gpu,27,41.891121
inception_v3,gpu,28,40.857953
inception_v3,gpu,29,39.71424
inception_v3,gpu,30,39.523616
inception_v3,gpu,31,39.139763
inception_v3,gpu,32,38.834536
inception_v3,gpu,33,40.147135
inception_v3,gpu,34,43.992388
inception_v3,gpu,35,47.36118
inception_v3,gpu,36,39.964683
inception_v3,gpu,37,47.125903
inception_v3,gpu,38,48.439024
inception_v3,gpu,39,48.662591
inception_v3,gpu,40,40.430255
inception_v3,gpu,41,38.35139
inception_v3,gpu,42,39.316347
inception_v3,gpu,43,39.014147
inception_v3,gpu,44,39.375117
inception_v3,gpu,45,55.566082
inception_v3,gpu,46,48.73593
inception_v3,gpu,47,48.382876
inception_v3,gpu,48,40.807576
inception_v3,gpu,49,37.398086
inception_v3,gpu,50,39.789513
inception_v3,gpu,51,41.411028
inception_v3,gpu,52,40.233496
inception_v3,gpu,53,40.93583
inception_v3,gpu,54,38.335071
inception_v3,gpu,55,38.701384
inception_v3,gpu,56,38.296241
inception_v3,gpu,57,38.546907
inception_v3,gpu,58,38.837191
inception_v3,gpu,59,43.495899
inception_v3,gpu,60,42.017509
inception_v3,gpu,61,38.997707
inception_v3,gpu,62,41.488869
inception_v3,gpu,63,42.45311
inception_v3,gpu,64,40.123422
inception_v3,gpu,65,42.013974
inception_v3,gpu,66,42.77337
inception_v3,gpu,67,45.196462
inception_v3,gpu,68,39.401302
inception_v3,gpu,69,38.643716
inception_v3,gpu,70,39.02001
inception_v3,gpu,71,38.30676
inception_v3,gpu,72,40.321048
inception_v3,gpu,73,40.843244
inception_v3,gpu,74,39.585141
inception_v3,gpu,75,42.880282
inception_v3,gpu,76,43.286392
inception_v3,gpu,77,42.401171
inception_v3,gpu,78,39.996822
inception_v3,gpu,79,42.611053
inception_v3,gpu,80,40.464772
inception_v3,gpu,81,42.233888
inception_v3,gpu,82,42.596887
inception_v3,gpu,83,36.903644
inception_v3,gpu,84,42.520465
inception_v3,gpu,85,45.062837
inception_v3,gpu,86,43.718104
inception_v3,gpu,87,43.012676
inception_v3,gpu,88,44.783341
inception_v3,gpu,89,40.681374
inception_v3,gpu,90,41.238776
inception_v3,gpu,91,47.795215
inception_v3,gpu,92,47.243319
inception_v3,gpu,93,41.088937
inception_v3,gpu,94,41.885569
inception_v3,gpu,95,41.23931
inception_v3,gpu,96,40.233534
inception_v3,gpu,97,39.552255
inception_v3,gpu,98,47.024372
inception_v3,gpu,99,49.44507
inception_v3,gpu,100,46.674796
mobilenet_v2,gpu,1,8.011302
mobilenet_v2,gpu,2,9.472795
mobilenet_v2,gpu,3,10.766544
mobilenet_v2,gpu,4,11.431141
mobilenet_v2,gpu,5,11.523625
mobilenet_v2,gpu,6,16.10441
mobilenet_v2,gpu,7,10.20248
mobilenet_v2,gpu,8,10.420921
mobilenet_v2,gpu,9,10.888886
mobilenet_v2,gpu,10,11.635319
mobilenet_v2,gpu,11,13.366395
mobilenet_v2,gpu,12,12.967858
mobilenet_v2,gpu,13,13.171136
mobilenet_v2,gpu,14,13.597537
mobilenet_v2,gpu,15,12.752494
mobilenet_v2,gpu,16,9.870553
mobilenet_v2,gpu,17,12.813332
mobilenet_v2,gpu,18,11.728075
mobilenet_v2,gpu,19,11.702967
mobilenet_v2,gpu,20,10.584558
mobilenet_v2,gpu,21,12.800598
mobilenet_v2,gpu,22,12.471911
mobilenet_v2,gpu,23,9.820206
mobilenet_v2,gpu,24,11.589651
mobilenet_v2,gpu,25,11.963746
mobilenet_v2,gpu,26,12.486782
mobilenet_v2,gpu,27,10.059027
mobilenet_v2,gpu,28,11.084681
mobilenet_v2,gpu,29,11.314044
mobilenet_v2,gpu,30,8.265611
mobilenet_v2,gpu,31,9.203761
mobilenet_v2,gpu,32,8.680878
mobilenet_v2,gpu,33,10.687853
mobilenet_v2,gpu,34,11.559932
mobilenet_v2,gpu,35,12.646157
mobilenet_v2,gpu,36,10.279945
mobilenet_v2,gpu,37,12.525336
mobilenet_v2,gpu,38,12.484459
mobilenet_v2,gpu,39,13.215438
mobilenet_v2,gpu,40,10.438962
mobilenet_v2,gpu,41,13.363175
mobilenet_v2,gpu,42,16.827395
mobilenet_v2,gpu,43,9.954698
mobilenet_v2,gpu,44,12.28807
mobilenet_v2,gpu,45,8.5418
mobilenet_v2,gpu,46,10.690123
mobilenet_v2,gpu,47,10.450108
mobilenet_v2,gpu,48,9.01487
mobilenet_v2,gpu,49,9.493893
mobilenet_v2,gpu,50,9.217586
mobilenet_v2,gpu,51,10.587261
mobilenet_v2,gpu,52,11.744672
mobilenet_v2,gpu,53,10.024964
mobilenet_v2,gpu,54,11.491097
mobilenet_v2,gpu,55,12.664702
mobilenet_v2,gpu,56,11.548617
mobilenet_v2,gpu,57,9.79936
mobilenet_v2,gpu,58,9.707008
mobilenet_v2,gpu,59,9.687121
mobilenet_v2,gpu,60,9.545032
mobilenet_v2,gpu,61,15.827335
mobilenet_v2,gpu,62,12.201434
mobilenet_v2,gpu,63,14.145714
mobilenet_v2,gpu,64,16.71863
mobilenet_v2,gpu,65,14.844592
mobilenet_v2,gpu,66,13.39096
mobilenet_v2,gpu,67,15.055567
mobilenet_v2,gpu,68,13.263038
mobilenet_v2,gpu,69,15.260479
mobilenet_v2,gpu,70,18.273872
mobilenet_v2,gpu,71,12.876468
mobilenet_v2,gpu,72,8.551689
mobilenet_v2,gpu,73,9.676429
mobilenet_v2,gpu,74,13.602914
mobilenet_v2,gpu,75,16.087808
mobilenet_v2,gpu,76,19.206954
mobilenet_v2,gpu,77,15.932867
mobilenet_v2,gpu,78,12.15642
mobilenet_v2,gpu,79,13.423061
mobilenet_v2,gpu,80,11.685005
mobilenet_v2,gpu,81,10.125602
mobilenet_v2,gpu,82,9.16067
mobilenet_v2,gpu,83,9.008394
mobilenet_v2,gpu,84,12.163204
mobilenet_v2,gpu,85,10.671459
mobilenet_v2,gpu,86,9.097996
mobilenet_v2,gpu,87,9.009047
mobilenet_v2,gpu,88,9.926862
mobilenet_v2,gpu,89,12.821882
mobilenet_v2,gpu,90,11.27364
mobilenet_v2,gpu,91,9.322807
mobilenet_v2,gpu,92,11.984264
mobilenet_v2,gpu,93,10.936348
mobilenet_v2,gpu,94,11.000116
mobilenet_v2,gpu,95,14.251104
mobilenet_v2,gpu,96,12.83471
mobilenet_v2,gpu,97,9.441784
mobilenet_v2,gpu,98,8.966441
mobilenet_v2,gpu,99,8.409352
mobilenet_v2,gpu,100,7.83806
